0 0
1000 34.8870241642
2000 100.359161139
3000 197.153136969
4000 327.957793951
5000 500.475983143
6000 720.311768055
7000 981.580230951
8000 1295.82162499
9000 1656.73486304
10000 2085.99996996
11000 2617.06155396
12000 3205.92498803
13000 3851.64529395
14000 4552.93158007
15000 5306.15133715
16000 6102.4771421
17000 6937.05963111
18000 7823.743927
19000 8753.55081201
20000 9720.20480418
21000 10747.355927
22000 11822.3408201
23000 12932.2037351
24000 14071.0752871
25000 15235.790863
