0 0
1000 3.84367704391
2000 14.2271249294
3000 25.8637149334
4000 40.6992270947
5000 57.9116399288
6000 77.6740090847
7000 100.145599127
8000 125.884917974
9000 154.820331097
10000 188.029701948
11000 227.301828146
12000 270.678079128
13000 316.355462074
14000 366.958819151
15000 420.12260294
16000 476.558674097
17000 536.124051094
18000 599.624948025
19000 666.944952965
20000 737.227168083
21000 810.994212151
22000 888.745799065
23000 969.141529083
24000 1053.6267941
25000 1141.40492702
